Marivita_cryptomonadis_NZ_JFKD01000051.1_Marivita_cryptomonadis_strain_CL-SK44_contig51__whole_genome_shotgun_sequence	k105_39451_flag_1_multi_8.0000_len_1239	k105_89480_flag_1_multi_3.0000_len_661	k105_28063_flag_1_multi_31.7927_len_573	k105_156414_flag_1_multi_9.0811_len_2250
marine_gamma_proteobacterium_HTCC2080_NZ_AAVV01000001.1_Marine_gamma_proteobacterium_HTCC2080_1100755000537__whole_genome_shotgun_sequence	k105_1185_flag_1_multi_3.0000_len_856
Nitrospina_sp._SCGC_AAA288-L16_AQTY01000001.1_Nitrospina_sp._SCGC_AAA288-L16_A288L16DRAFT_2505695939.1_C__whole_genome_shotgun_sequence	k105_163146_flag_1_multi_6.0000_len_5267
Ilumatobacter_coccineus_YM16-304_NC_020520.1_Ilumatobacter_coccineus_YM16-304__complete_sequence	k105_129703_flag_1_multi_3.0000_len_897	k105_33261_flag_1_multi_4.0000_len_9123	k105_43413_flag_1_multi_3.0000_len_1282	k105_118394_flag_1_multi_3.2835_len_1054	k105_143934_flag_1_multi_3.9890_len_2283	k105_59329_flag_1_multi_4.7172_len_897	k105_136317_flag_1_multi_3.0000_len_575	k105_19828_flag_1_multi_22.3111_len_2387	k105_133141_flag_1_multi_3.9204_len_3573	k105_118701_flag_1_multi_4.0000_len_2107	k105_150265_flag_1_multi_3.9304_len_4418
Roseovarius_sp._A-2_NZ_BDIY01000012.1_Roseovarius_sp._A-2__whole_genome_shotgun_sequence	k105_82725_flag_1_multi_3.0000_len_572
Marivita_cryptomonadis_NZ_JFKD01000109.1_Marivita_cryptomonadis_strain_CL-SK44_contig109__whole_genome_shotgun_sequence	k105_37064_flag_1_multi_4.0000_len_731
Nitrospina_sp._SCGC_AAA288-L16_AQTY01000002.1_Nitrospina_sp._SCGC_AAA288-L16_A288L16DRAFT_2505696062.2_C__whole_genome_shotgun_sequence	k105_147775_flag_1_multi_1.9085_len_1001
Nitrospina_sp._SCGC_AAA288-L16_AQTY01000007.1_Nitrospina_sp._SCGC_AAA288-L16_A288L16DRAFT_2505696051.7_C__whole_genome_shotgun_sequence	k105_17391_flag_1_multi_14.0000_len_3047	k105_68555_flag_0_multi_12.7906_len_678
gamma_proteobacterium_SCGC_AB-629-P17_KB889789.1_gamma_proteobacterium_SCGC_AB-629-P17_genomic_scaffold_A3OADRAFT_scaffold_38.39__whole_genome_shotgun_sequence	k105_9541_flag_1_multi_4.1899_len_1548	k105_65725_flag_1_multi_16.7075_len_3777	k105_38761_flag_1_multi_3.7361_len_1003
Porticoccus_hydrocarbonoclasticus_MCTG13d_NZ_JQMM01000001.1_Porticoccus_hydrocarbonoclasticus_MCTG13d_U740DRAFT_scf7180000000004_quiver_dupTrim_6659.1_C__whole_genome_shotgun_sequence	k105_144173_flag_0_multi_10.0000_len_2179
Formosa_sp._LMG_28520_NZ_BDEL01000001.1_Formosa_haliotis_strain_MA1__whole_genome_shotgun_sequence	k105_61680_flag_1_multi_2.7133_len_677	k105_6437_flag_1_multi_4.3453_len_1472	k105_40447_flag_1_multi_5.0000_len_1444	k105_124881_flag_1_multi_4.6068_len_573	k105_116262_flag_1_multi_4.0000_len_5303
