bins_12	{'Translation table': 11, 'GC std': 0.017914582337745514, '# ambiguous bases': 0, 'Genome size': 828054, 'Longest contig': 45743, 'N50 (scaffolds)': 4305, 'Mean scaffold length': 4500.29347826087, '# contigs': 184, '# scaffolds': 184, '# predicted genes': 874, 'Longest scaffold': 45743, 'GC': 0.45207921222528963, 'N50 (contigs)': 4305, 'Coding density': 0.9470698770853109, 'Mean contig length': 4500.29347826087}
bins_11	{'Translation table': 11, 'GC std': 0.013571462761705327, '# ambiguous bases': 0, 'Genome size': 1037254, 'Longest contig': 13095, 'N50 (scaffolds)': 3756, 'Mean scaffold length': 3899.4511278195487, '# contigs': 266, '# scaffolds': 266, '# predicted genes': 1103, 'Longest scaffold': 13095, 'GC': 0.5787271005944542, 'N50 (contigs)': 3756, 'Coding density': 0.9327021153931438, 'Mean contig length': 3899.4511278195487}
bins_1	{'Translation table': 11, 'GC std': 0.018133402778025054, '# ambiguous bases': 0, 'Genome size': 1643583, 'Longest contig': 123513, 'N50 (scaffolds)': 52568, 'Mean scaffold length': 33542.510204081635, '# contigs': 49, '# scaffolds': 49, '# predicted genes': 1510, 'Longest scaffold': 123513, 'GC': 0.40986551941702976, 'N50 (contigs)': 52568, 'Coding density': 0.9625628885185598, 'Mean contig length': 33542.510204081635}
bins_10	{'Translation table': 11, 'GC std': 0.016180667836629747, '# ambiguous bases': 0, 'Genome size': 2114695, 'Longest contig': 33013, 'N50 (scaffolds)': 7869, 'Mean scaffold length': 6608.421875, '# contigs': 320, '# scaffolds': 320, '# predicted genes': 2215, 'Longest scaffold': 33013, 'GC': 0.6140232988681583, 'N50 (contigs)': 7869, 'Coding density': 0.9155760050503737, 'Mean contig length': 6608.421875}
bins_15	{'Translation table': 11, 'GC std': 0.013624412580882157, '# ambiguous bases': 0, 'Genome size': 668923, 'Longest contig': 14178, 'N50 (scaffolds)': 4134, 'Mean scaffold length': 4180.76875, '# contigs': 160, '# scaffolds': 160, '# predicted genes': 750, 'Longest scaffold': 14178, 'GC': 0.5930697554128054, 'N50 (contigs)': 4134, 'Coding density': 0.9383008208717595, 'Mean contig length': 4180.76875}
bins_16	{'Translation table': 11, 'GC std': 0.01740835734305622, '# ambiguous bases': 0, 'Genome size': 455980, 'Longest contig': 6934, 'N50 (scaffolds)': 3539, 'Mean scaffold length': 3534.7286821705425, '# contigs': 129, '# scaffolds': 129, '# predicted genes': 562, 'Longest scaffold': 6934, 'GC': 0.7121759726303786, 'N50 (contigs)': 3539, 'Coding density': 0.9461708846879249, 'Mean contig length': 3534.7286821705425}
bins_17	{'Translation table': 11, 'GC std': 0.016335909660694935, '# ambiguous bases': 0, 'Genome size': 291149, 'Longest contig': 8297, 'N50 (scaffolds)': 3410, 'Mean scaffold length': 3466.059523809524, '# contigs': 84, '# scaffolds': 84, '# predicted genes': 308, 'Longest scaffold': 8297, 'GC': 0.6302889585744756, 'N50 (contigs)': 3410, 'Coding density': 0.9537522024805168, 'Mean contig length': 3466.059523809524}
bins_13	{'Translation table': 11, 'GC std': 0.016476736777535483, '# ambiguous bases': 0, 'Genome size': 3636685, 'Longest contig': 78484, 'N50 (scaffolds)': 19384, 'Mean scaffold length': 13569.720149253732, '# contigs': 268, '# scaffolds': 268, '# predicted genes': 2939, 'Longest scaffold': 78484, 'GC': 0.6813829077855245, 'N50 (contigs)': 19384, 'Coding density': 0.8982848390773466, 'Mean contig length': 13569.720149253732}
bins_14	{'Translation table': 11, 'GC std': 0.02422803806127979, '# ambiguous bases': 0, 'Genome size': 2625297, 'Longest contig': 45035, 'N50 (scaffolds)': 9847, 'Mean scaffold length': 7698.818181818182, '# contigs': 341, '# scaffolds': 341, '# predicted genes': 2549, 'Longest scaffold': 45035, 'GC': 0.4566721403330747, 'N50 (contigs)': 9847, 'Coding density': 0.8909944284399061, 'Mean contig length': 7698.818181818182}
bins_19	{'Translation table': 11, 'GC std': 0.022302517709397257, '# ambiguous bases': 0, 'Genome size': 1257277, 'Longest contig': 67913, 'N50 (scaffolds)': 3888, 'Mean scaffold length': 4068.8576051779937, '# contigs': 309, '# scaffolds': 309, '# predicted genes': 1369, 'Longest scaffold': 67913, 'GC': 0.44124723509616415, 'N50 (contigs)': 3888, 'Coding density': 0.9183187157643065, 'Mean contig length': 4068.8576051779937}
bins_20	{'Translation table': 11, 'GC std': 0.014665991820392126, '# ambiguous bases': 0, 'Genome size': 1992094, 'Longest contig': 23672, 'N50 (scaffolds)': 6746, 'Mean scaffold length': 5982.264264264264, '# contigs': 333, '# scaffolds': 333, '# predicted genes': 1968, 'Longest scaffold': 23672, 'GC': 0.4888328562808783, 'N50 (contigs)': 6746, 'Coding density': 0.9275084408667462, 'Mean contig length': 5982.264264264264}
bins_18	{'Translation table': 11, 'GC std': 0.01835309549638863, '# ambiguous bases': 0, 'Genome size': 2825710, 'Longest contig': 18802, 'N50 (scaffolds)': 4772, 'Mean scaffold length': 4594.650406504065, '# contigs': 615, '# scaffolds': 615, '# predicted genes': 3140, 'Longest scaffold': 18802, 'GC': 0.6293738564820877, 'N50 (contigs)': 4772, 'Coding density': 0.9258604032260919, 'Mean contig length': 4594.650406504065}
bins_2	{'Translation table': 11, 'GC std': 0.018578339729984877, '# ambiguous bases': 0, 'Genome size': 4148560, 'Longest contig': 71345, 'N50 (scaffolds)': 7732, 'Mean scaffold length': 6324.024390243902, '# contigs': 656, '# scaffolds': 656, '# predicted genes': 4435, 'Longest scaffold': 71345, 'GC': 0.5673440904795881, 'N50 (contigs)': 7732, 'Coding density': 0.9284062421659564, 'Mean contig length': 6324.024390243902}
bins_3	{'Translation table': 11, 'GC std': 0.015464911555389151, '# ambiguous bases': 0, 'Genome size': 1109840, 'Longest contig': 30482, 'N50 (scaffolds)': 6787, 'Mean scaffold length': 6031.739130434783, '# contigs': 184, '# scaffolds': 184, '# predicted genes': 1192, 'Longest scaffold': 30482, 'GC': 0.39317829597059034, 'N50 (contigs)': 6787, 'Coding density': 0.9640560801556981, 'Mean contig length': 6031.739130434783}
bins_21	{'Translation table': 11, 'GC std': 0.019802791980510808, '# ambiguous bases': 0, 'Genome size': 2500938, 'Longest contig': 256554, 'N50 (scaffolds)': 81492, 'Mean scaffold length': 49038.0, '# contigs': 51, '# scaffolds': 51, '# predicted genes': 2474, 'Longest scaffold': 256554, 'GC': 0.6062033525021412, 'N50 (contigs)': 81492, 'Coding density': 0.9047057544009488, 'Mean contig length': 49038.0}
bins_6	{'Translation table': 11, 'GC std': 0.031044654612441568, '# ambiguous bases': 0, 'Genome size': 1283206, 'Longest contig': 11590, 'N50 (scaffolds)': 3684, 'Mean scaffold length': 3774.135294117647, '# contigs': 340, '# scaffolds': 340, '# predicted genes': 1432, 'Longest scaffold': 11590, 'GC': 0.47542873085069737, 'N50 (contigs)': 3684, 'Coding density': 0.9138930148393944, 'Mean contig length': 3774.135294117647}
